Generation	Treatment	Temp	pH	Rep	Beak	time	nx	lx	Ndev	Cdev	F.Ratio	M.Ratio
2	2	13	7.8	1	1	23	8	0.32	-2	2	0.428571429	0.571428571
2	2	13	7.8	1	1	25	8	0.32	0	0	0.428571429	0.571428571
2	2	13	7.8	1	1	27	8	0.32	0	0	0.428571429	0.571428571
2	2	13	7.8	1	1	30	8	0.32	0	0	0.428571429	0.571428571
2	2	13	7.8	1	1	32	8	0.32	0	0	0.428571429	0.571428571
2	2	13	7.8	1	1	34	8	0.32	-1	1	0.5	0.5
2	2	13	7.8	1	1	37	0	0	0	-8		
2	2	13	7.8	1	1	39	0	0	0	0		
2	2	13	7.8	1	2	0	25	1	0	0		
2	2	13	7.8	1	2	6	25	1	0	0		
2	2	13	7.8	1	2	9	20	0.8	1	0		
2	2	13	7.8	1	2	11	20	0.8	12	0		
2	2	13	7.8	1	2	13	20	0.8	6	0		
2	2	13	7.8	1	2	16	20	0.8	1	0		
2	2	13	7.8	1	2	18	20	0.8	-2	2	0.5	0.5
2	2	13	7.8	1	2	20	20	0.8	-9	9	0.545454545	0.454545455
2	2	13	7.8	1	2	23	20	0.8	-7	7	0.611111111	0.388888889
2	2	13	7.8	1	2	25	20	0.8	-1	1	0.631578947	0.368421053
2	2	13	7.8	1	2	27	20	0.8	0	0	0.631578947	0.368421053
2	2	13	7.8	1	2	30	19	0.76	-1	0	0.631578947	0.368421053
2	2	13	7.8	1	2	32	0	0	0	-19		
2	2	13	7.8	1	2	34	0	0	0	0		
2	2	13	7.8	1	2	37	0	0	0	0		
2	2	13	7.8	1	2	39	0	0	0	0		
2	2	13	7.8	1	3	0	25	1	0	0		
2	2	13	7.8	1	3	6	25	1	0	0		
2	2	13	7.8	1	3	9	16	0.64	0	0		
2	2	13	7.8	1	3	11	16	0.64	13	0		
2	2	13	7.8	1	3	13	16	0.64	2	0		
2	2	13	7.8	1	3	16	15	0.6	0	0		
2	2	13	7.8	1	3	18	15	0.6	-2	2	0.5	0.5
2	2	13	7.8	1	3	20	15	0.6	-7	7	0.222222222	0.777777778
2	2	13	7.8	1	3	23	15	0.6	-4	4	0.230769231	0.769230769
2	2	13	7.8	1	3	25	15	0.6	-1	1	0.285714286	0.714285714
2	2	13	7.8	1	3	27	15	0.6	0	0	0.285714286	0.714285714
2	2	13	7.8	1	3	30	15	0.6	-1	1	0.333333333	0.666666667
2	2	13	7.8	1	3	32	0	0	0	-15		
2	2	13	7.8	1	3	34	0	0	0	0		
2	2	13	7.8	1	3	37	0	0	0	0		
2	2	13	7.8	1	3	39	0	0	0	0		
2	2	13	7.8	2	1	0	25	1	0	0		
2	2	13	7.8	2	1	6	25	1	0	0		
2	2	13	7.8	2	1	9	25	1	0	0		
2	2	13	7.8	2	1	11	25	1	24	0		
2	2	13	7.8	2	1	13	25	1	1	0		
2	2	13	7.8	2	1	16	25	1	0	0		
2	2	13	7.8	2	1	18	22	0.88	-15	12	0.166666667	0.833333333
2	2	13	7.8	2	1	20	22	0.88	-7	7	0.315789474	0.684210526
2	2	13	7.8	2	1	23	22	0.88	-3	3	0.409090909	0.590909091
2	2	13	7.8	2	1	25	0	0	0	-22		
2	2	13	7.8	2	1	27	0	0	0	0		
2	2	13	7.8	2	1	30	0	0	0	0		
2	2	13	7.8	2	1	32	0	0	0	0		
2	2	13	7.8	2	1	34	0	0	0	0		
2	2	13	7.8	2	1	37	0	0	0	0		
2	2	13	7.8	2	1	39	0	0	0	0		
2	2	13	7.8	2	2	0	25	1	0	0		
2	2	13	7.8	2	2	6	20	0.8	0	0		
2	2	13	7.8	2	2	9	3	0.12	0	0		
2	2	13	7.8	2	2	11	2	0.08	1	0		
2	2	13	7.8	2	2	13	2	0.08	0	0		
2	2	13	7.8	2	2	16	1	0.04	0	0		
2	2	13	7.8	2	2	18	1	0.04	0	0		
2	2	13	7.8	2	2	20	1	0.04	0	0		
2	2	13	7.8	2	2	23	1	0.04	-1	1	1	0
2	2	13	7.8	2	2	25	0	0	0	-1		
2	2	13	7.8	2	2	27	0	0	0	0		
2	2	13	7.8	2	2	30	0	0	0	0		
2	2	13	7.8	2	2	32	0	0	0	0		
2	2	13	7.8	2	2	34	0	0	0	0		
2	2	13	7.8	2	2	37	0	0	0	0		
2	2	13	7.8	2	2	39	0	0	0	0		
2	2	13	7.8	2	3	0	25	1	0	0		
2	2	13	7.8	2	3	6	18	0.72	0	0		
2	2	13	7.8	2	3	9	18	0.72	0	0		
2	2	13	7.8	2	3	11	18	0.72	15	0		
2	2	13	7.8	2	3	13	18	0.72	2	0		
2	2	13	7.8	2	3	16	18	0.72	1	0		
2	2	13	7.8	2	3	18	18	0.72	0	0		
2	2	13	7.8	2	3	20	18	0.72	-11	11	0.454545455	0.545454545
2	2	13	7.8	2	3	23	18	0.72	-5	5	0.5625	0.4375
2	2	13	7.8	2	3	25	18	0.72	-2	2	0.555555556	0.444444444
2	2	13	7.8	2	3	27	0	0	0	-18		
2	2	13	7.8	2	3	30	0	0	0	0		
2	2	13	7.8	2	3	32	0	0	0	0		
2	2	13	7.8	2	3	34	0	0	0	0		
2	2	13	7.8	2	3	37	0	0	0	0		
2	2	13	7.8	2	3	39	0	0	0	0		
2	2	13	7.8	3	1	0	25	1	0	0		
2	2	13	7.8	3	1	4	15	0.6	0	0		
2	2	13	7.8	3	1	7	15	0.6	0	0		
2	2	13	7.8	3	1	9	15	0.6	10	0		
2	2	13	7.8	3	1	11	15	0.6	3	0		
2	2	13	7.8	3	1	14	10	0.4	-3	0		
2	2	13	7.8	3	1	16	10	0.4	-3	3	0.666666667	0.333333333
2	2	13	7.8	3	1	18	10	0.4	-6	6	0.444444444	0.555555556
2	2	13	7.8	3	1	21	10	0.4	-1	1	0.5	0.5
2	2	13	7.8	3	1	23	0	0	0	-10		
2	2	13	7.8	3	1	25	0	0	0	0		
2	2	13	7.8	3	1	28	0	0	0	0		
2	2	13	7.8	3	1	30	0	0	0	0		
2	2	13	7.8	3	1	32	0	0	0	0		
2	2	13	7.8	3	1	35	0	0	0	0		
2	2	13	7.8	3	1	37	0	0	0	0		
2	2	13	7.8	3	2	0	25	1	0	0		
2	2	13	7.8	3	2	4	25	1	0	0		
2	2	13	7.8	3	2	7	19	0.76	0	0		
2	2	13	7.8	3	2	9	19	0.76	16	0		
2	2	13	7.8	3	2	11	13	0.52	-4	0		
2	2	13	7.8	3	2	14	9	0.36	-4	0		
2	2	13	7.8	3	2	16	8	0.32	-1	0		
2	2	13	7.8	3	2	18	6	0.24	-4	3	0	1
2	2	13	7.8	3	2	21	6	0.24	-1	1	0	1
2	2	13	7.8	3	2	23	6	0.24	-2	2	0.333333333	0.666666667
2	2	13	7.8	3	2	25	0	0	0	-6		
2	2	13	7.8	3	2	28	0	0	0	0		
2	2	13	7.8	3	2	30	0	0	0	0		
2	2	13	7.8	3	2	32	0	0	0	0		
2	2	13	7.8	3	2	35	0	0	0	0		
2	2	13	7.8	3	2	37	0	0	0	0		
2	2	13	7.8	3	3	0	25	1	0	0		
2	2	13	7.8	3	3	4	25	1	0	0		
2	2	13	7.8	3	3	7	15	0.6	0	0		
2	2	13	7.8	3	3	9	11	0.44	7	0		
2	2	13	7.8	3	3	11	11	0.44	4	0		
2	2	13	7.8	3	3	14	10	0.4	-1	0		
2	2	13	7.8	3	3	16	10	0.4	0	0		
2	2	13	7.8	3	3	18	9	0.36	-9	8	0.5	0.5
2	2	13	7.8	3	3	21	9	0.36	-1	1	0.555555556	0.444444444
2	2	13	7.8	3	3	23	0	0	0	-9		
2	2	13	7.8	3	3	25	0	0	0	0		
2	2	13	7.8	3	3	28	0	0	0	0		
2	2	13	7.8	3	3	30	0	0	0	0		
2	2	13	7.8	3	3	32	0	0	0	0		
2	2	13	7.8	3	3	35	0	0	0	0		
2	2	13	7.8	3	3	37	0	0	0	0		
2	2	13	7.8	4	1	0	0		0	0		
2	2	13	7.8	4	1	4	0		0	0		
2	2	13	7.8	4	1	7	0		0	0		
2	2	13	7.8	4	1	9	0		0	0		
2	2	13	7.8	4	1	11	0		0	0		
2	2	13	7.8	4	1	14	0		0	0		
2	2	13	7.8	4	1	16	0		0	0		
2	2	13	7.8	4	1	18	0		0	0		
2	2	13	7.8	4	1	21	0		0	0		
2	2	13	7.8	4	1	23	0		0	0		
2	2	13	7.8	4	1	25	0		0	0		
2	2	13	7.8	4	1	28	0		0	0		
2	2	13	7.8	4	1	30	0		0	0		
2	2	13	7.8	4	1	32	0		0	0		
2	2	13	7.8	4	1	35	0		0	0		
2	2	13	7.8	4	1	37	0		0	0		
2	2	13	7.8	4	2	0	0		0	0		
2	2	13	7.8	4	2	4	0		0	0		
2	2	13	7.8	4	2	7	0		0	0		
2	2	13	7.8	4	2	9	0		0	0		
2	2	13	7.8	4	2	11	0		0	0		
2	2	13	7.8	4	2	14	0		0	0		
2	2	13	7.8	4	2	16	0		0	0		
2	2	13	7.8	4	2	18	0		0	0		
2	2	13	7.8	4	2	21	0		0	0		
2	2	13	7.8	4	2	23	0		0	0		
2	2	13	7.8	4	2	25	0		0	0		
2	2	13	7.8	4	2	28	0		0	0		
2	2	13	7.8	4	2	30	0		0	0		
2	2	13	7.8	4	2	32	0		0	0		
2	2	13	7.8	4	2	35	0		0	0		
2	2	13	7.8	4	2	37	0		0	0		
2	2	13	7.8	4	3	0	0		0	0		
2	2	13	7.8	4	3	4	0		0	0		
2	2	13	7.8	4	3	7	0		0	0		
2	2	13	7.8	4	3	9	0		0	0		
2	2	13	7.8	4	3	11	0		0	0		
2	2	13	7.8	4	3	14	0		0	0		
2	2	13	7.8	4	3	16	0		0	0		
2	2	13	7.8	4	3	18	0		0	0		
2	2	13	7.8	4	3	21	0		0	0		
2	2	13	7.8	4	3	23	0		0	0		
2	2	13	7.8	4	3	25	0		0	0		
2	2	13	7.8	4	3	28	0		0	0		
2	2	13	7.8	4	3	30	0		0	0		
2	2	13	7.8	4	3	32	0		0	0		
2	2	13	7.8	4	3	35	0		0	0		
2	2	13	7.8	4	3	37	0		0	0		
2	3	15	8.2	1	1	0	25	1	0	0		
2	3	15	8.2	1	1	5	25	1	1	0		
2	3	15	8.2	1	1	7	22	0.88	6	0		
2	3	15	8.2	1	1	10	22	0.88	14	0		
2	3	15	8.2	1	1	12	22	0.88	1	0		
2	3	15	8.2	1	1	14	22	0.88	-2	2	0	1
2	3	15	8.2	1	1	17	22	0.88	-20	20	0.636363636	0.363636364
2	3	15	8.2	1	1	19	0	0	0	-22		
2	3	15	8.2	1	1	21	0	0	0	0		
2	3	15	8.2	1	1	24	0	0	0	0		
2	3	15	8.2	1	1	26	0	0	0	0		
2	3	15	8.2	1	1	28	0	0	0	0		
2	3	15	8.2	1	1	31	0	0	0	0		
2	3	15	8.2	1	1	33	0	0	0	0		
2	3	15	8.2	1	1	35	0	0	0	0		
2	3	15	8.2	1	1	38	0	0	0	0		
2	3	15	8.2	1	2	0	25	1	0	0		
2	3	15	8.2	1	2	5	24	0.96	0	0		
2	3	15	8.2	1	2	7	24	0.96	9	0		
2	3	15	8.2	1	2	10	24	0.96	15	0		
2	3	15	8.2	1	2	12	24	0.96	0	0		
2	3	15	8.2	1	2	14	24	0.96	-2	2	0	1
2	3	15	8.2	1	2	17	24	0.96	-20	20	0.5	0.5
2	3	15	8.2	1	2	19	24	0.96	-1	1	0.52173913	0.47826087
2	3	15	8.2	1	2	21	24	0.96	-1	1	0.5	0.5
2	3	15	8.2	1	2	24	0	0	0	-24		
2	3	15	8.2	1	2	26	0	0	0	0		
2	3	15	8.2	1	2	28	0	0	0	0		
2	3	15	8.2	1	2	31	0	0	0	0		
2	3	15	8.2	1	2	33	0	0	0	0		
2	3	15	8.2	1	2	35	0	0	0	0		
2	3	15	8.2	1	2	38	0	0	0	0		
2	3	15	8.2	1	3	0	25	1	0	0		
2	3	15	8.2	1	3	5	25	1	1	0		
2	3	15	8.2	1	3	7	24	0.96	4	0		
2	3	15	8.2	1	3	10	24	0.96	19	0		
2	3	15	8.2	1	3	12	24	0.96	0	0		
2	3	15	8.2	1	3	14	24	0.96	-4	4	0.5	0.5
2	3	15	8.2	1	3	17	18	0.72	-20	14	0.555555556	0.444444444
2	3	15	8.2	1	3	19	0	0	0	-18		
2	3	15	8.2	1	3	21	0	0	0	0		
2	3	15	8.2	1	3	24	0	0	0	0		
2	3	15	8.2	1	3	26	0	0	0	0		
2	3	15	8.2	1	3	28	0	0	0	0		
2	3	15	8.2	1	3	31	0	0	0	0		
2	3	15	8.2	1	3	33	0	0	0	0		
2	3	15	8.2	1	3	35	0	0	0	0		
2	3	15	8.2	1	3	38	0	0	0	0		
2	3	15	8.2	2	1	0	25	1	0	0		
2	3	15	8.2	2	1	5	23	0.92	1	0		
2	3	15	8.2	2	1	7	23	0.92	6	0		
2	3	15	8.2	2	1	10	23	0.92	16	0		
2	3	15	8.2	2	1	12	23	0.92	0	0		
2	3	15	8.2	2	1	14	23	0.92	-2	2	0	1
2	3	15	8.2	2	1	17	23	0.92	-17	17	0.473684211	0.526315789
2	3	15	8.2	2	1	19	23	0.92	-4	4	0.52173913	0.47826087
2	3	15	8.2	2	1	21	0	0	0	-23		
2	3	15	8.2	2	1	24	0	0	0	0		
2	3	15	8.2	2	1	26	0	0	0	0		
2	3	15	8.2	2	1	28	0	0	0	0		
2	3	15	8.2	2	1	31	0	0	0	0		
2	3	15	8.2	2	1	33	0	0	0	0		
2	3	15	8.2	2	1	35	0	0	0	0		
2	3	15	8.2	2	1	38	0	0	0	0		
2	3	15	8.2	2	2	0	25	1	0	0		
2	3	15	8.2	2	2	5	25	1	3	0		
2	3	15	8.2	2	2	7	22	0.88	6	0		
2	3	15	8.2	2	2	10	22	0.88	13	0		
2	3	15	8.2	2	2	12	22	0.88	0	0		
2	3	15	8.2	2	2	14	22	0.88	-7	7	0.571428571	0.428571429
2	3	15	8.2	2	2	17	22	0.88	-15	15	0.590909091	0.409090909
2	3	15	8.2	2	2	19	0	0	0	-22		
2	3	15	8.2	2	2	21	0	0	0	0		
2	3	15	8.2	2	2	24	0	0	0	0		
2	3	15	8.2	2	2	26	0	0	0	0		
2	3	15	8.2	2	2	28	0	0	0	0		
2	3	15	8.2	2	2	31	0	0	0	0		
2	3	15	8.2	2	2	33	0	0	0	0		
2	3	15	8.2	2	2	35	0	0	0	0		
2	3	15	8.2	2	2	38	0	0	0	0		
2	3	15	8.2	2	3	0	25	1	0	0		
2	3	15	8.2	2	3	5	25	1	2	0		
2	3	15	8.2	2	3	7	25	1	9	0		
2	3	15	8.2	2	3	10	25	1	14	0		
2	3	15	8.2	2	3	12	25	1	0	0		
2	3	15	8.2	2	3	14	25	1	-10	10	0.6	0.4
2	3	15	8.2	2	3	17	24	0.96	-14	13	0.652173913	0.347826087
2	3	15	8.2	2	3	19	23	0.92	-1	0	0.652173913	0.347826087
2	3	15	8.2	2	3	21	0	0	0	-23		
2	3	15	8.2	2	3	24	0	0	0	0		
2	3	15	8.2	2	3	26	0	0	0	0		
2	3	15	8.2	2	3	28	0	0	0	0		
2	3	15	8.2	2	3	31	0	0	0	0		
2	3	15	8.2	2	3	33	0	0	0	0		
2	3	15	8.2	2	3	35	0	0	0	0		
2	3	15	8.2	2	3	38	0	0	0	0		
2	3	15	8.2	3	1	0	25	1	0	0		
2	3	15	8.2	3	1	5	25	1	4	0		
2	3	15	8.2	3	1	7	23	0.92	7	0		
2	3	15	8.2	3	1	10	23	0.92	12	0		
2	3	15	8.2	3	1	12	23	0.92	0	0		
2	3	15	8.2	3	1	14	21	0.84	-9	7	0.428571429	0.571428571
2	3	15	8.2	3	1	17	21	0.84	-14	14	0.571428571	0.428571429
2	3	15	8.2	3	1	19	0	0	0	-21		
2	3	15	8.2	3	1	21	0	0	0	0		
2	3	15	8.2	3	1	24	0	0	0	0		
2	3	15	8.2	3	1	26	0	0	0	0		
2	3	15	8.2	3	1	28	0	0	0	0		
2	3	15	8.2	3	1	31	0	0	0	0		
2	3	15	8.2	3	1	33	0	0	0	0		
2	3	15	8.2	3	1	35	0	0	0	0		
2	3	15	8.2	3	1	38	0	0	0	0		
2	3	15	8.2	3	2	0	25	1	0	0		
2	3	15	8.2	3	2	5	20	0.8	2	0		
2	3	15	8.2	3	2	7	18	0.72	8	0		
2	3	15	8.2	3	2	10	18	0.72	8	0		
2	3	15	8.2	3	2	12	16	0.64	-2	0		
2	3	15	8.2	3	2	14	16	0.64	-9	9	0.555555556	0.444444444
2	3	15	8.2	3	2	17	15	0.6	-6	5	0.5	0.5
2	3	15	8.2	3	2	19	15	0.6	0	0	0.5	0.5
2	3	15	8.2	3	2	21	14	0.56	-1	0	0.5	0.5
2	3	15	8.2	3	2	24	0	0	0	-14		
2	3	15	8.2	3	2	26	0	0	0	0		
2	3	15	8.2	3	2	28	0	0	0	0		
2	3	15	8.2	3	2	31	0	0	0	0		
2	3	15	8.2	3	2	33	0	0	0	0		
2	3	15	8.2	3	2	35	0	0	0	0		
2	3	15	8.2	3	2	38	0	0	0	0		
2	3	15	8.2	3	3	0	25	1	0	0		
2	3	15	8.2	3	3	5	4	0.16	0	0		
2	3	15	8.2	3	3	7	4	0.16	0	0		
2	3	15	8.2	3	3	10	2	0.08	2	0		
2	3	15	8.2	3	3	12	2	0.08	0	0		
2	3	15	8.2	3	3	14	2	0.08	0	0		
2	3	15	8.2	3	3	17	2	0.08	-1	1	0	1
2	3	15	8.2	3	3	19	2	0.08	-1	1	0.5	0.5
2	3	15	8.2	3	3	21	0	0	0	-2		
2	3	15	8.2	3	3	24	0	0	0	0		
2	3	15	8.2	3	3	26	0	0	0	0		
2	3	15	8.2	3	3	28	0	0	0	0		
2	3	15	8.2	3	3	31	0	0	0	0		
2	3	15	8.2	3	3	33	0	0	0	0		
2	3	15	8.2	3	3	35	0	0	0	0		
2	3	15	8.2	3	3	38	0	0	0	0		
2	3	15	8.2	4	1	0	0		0	0		
2	3	15	8.2	4	1	5	0		0	0		
2	3	15	8.2	4	1	7	0		0	0		
2	3	15	8.2	4	1	10	0		0	0		
2	3	15	8.2	4	1	12	0		0	0		
2	3	15	8.2	4	1	14	0		0	0		
2	3	15	8.2	4	1	17	0		0	0		
2	3	15	8.2	4	1	19	0		0	0		
2	3	15	8.2	4	1	21	0		0	0		
2	3	15	8.2	4	1	24	0		0	0		
2	3	15	8.2	4	1	26	0		0	0		
2	3	15	8.2	4	1	28	0		0	0		
2	3	15	8.2	4	1	31	0		0	0		
2	3	15	8.2	4	1	33	0		0	0		
2	3	15	8.2	4	1	35	0		0	0		
2	3	15	8.2	4	1	38	0		0	0		
2	3	15	8.2	4	2	0	0		0	0		
2	3	15	8.2	4	2	5	0		0	0		
2	3	15	8.2	4	2	7	0		0	0		
2	3	15	8.2	4	2	10	0		0	0		
2	3	15	8.2	4	2	12	0		0	0		
2	3	15	8.2	4	2	14	0		0	0		
2	3	15	8.2	4	2	17	0		0	0		
2	3	15	8.2	4	2	19	0		0	0		
2	3	15	8.2	4	2	21	0		0	0		
2	3	15	8.2	4	2	24	0		0	0		
2	3	15	8.2	4	2	26	0		0	0		
2	3	15	8.2	4	2	28	0		0	0		
2	3	15	8.2	4	2	31	0		0	0		
2	3	15	8.2	4	2	33	0		0	0		
2	3	15	8.2	4	2	35	0		0	0		
2	3	15	8.2	4	2	38	0		0	0		
2	3	15	8.2	4	3	0	0		0	0		
2	3	15	8.2	4	3	5	0		0	0		
2	3	15	8.2	4	3	7	0		0	0		
2	3	15	8.2	4	3	10	0		0	0		
2	3	15	8.2	4	3	12	0		0	0		
2	3	15	8.2	4	3	14	0		0	0		
2	3	15	8.2	4	3	17	0		0	0		
2	3	15	8.2	4	3	19	0		0	0		
2	3	15	8.2	4	3	21	0		0	0		
2	3	15	8.2	4	3	24	0		0	0		
2	3	15	8.2	4	3	26	0		0	0		
2	3	15	8.2	4	3	28	0		0	0		
2	3	15	8.2	4	3	31	0		0	0		
2	3	15	8.2	4	3	33	0		0	0		
2	3	15	8.2	4	3	35	0		0	0		
2	3	15	8.2	4	3	38	0		0	0		
2	4	15	7.8	1	1	0	25	1	0	0		
2	4	15	7.8	1	1	5	17	0.68	0	0		
2	4	15	7.8	1	1	7	14	0.56	6	0		
2	4	15	7.8	1	1	10	12	0.48	6	0		
2	4	15	7.8	1	1	12	12	0.48	0	0		
2	4	15	7.8	1	1	14	12	0.48	-4	4	0	1
2	4	15	7.8	1	1	17	12	0.48	-6	6	0.2	0.8
2	4	15	7.8	1	1	19	12	0.48	0	0	0.2	0.8
2	4	15	7.8	1	1	21	12	0.48	-2	2	0.333333333	0.666666667
2	4	15	7.8	1	1	24	0	0	0	-12		
2	4	15	7.8	1	1	26	0	0	0	0		
2	4	15	7.8	1	1	28	0	0	0	0		
2	4	15	7.8	1	1	31	0	0	0	0		
2	4	15	7.8	1	1	33	0	0	0	0		
2	4	15	7.8	1	1	35	0	0	0	0		
2	4	15	7.8	1	1	38	0	0	0	0		
2	4	15	7.8	1	2	0	25	1	0	0		
2	4	15	7.8	1	2	5	19	0.76	0	0		
2	4	15	7.8	1	2	7	19	0.76	5	0		
2	4	15	7.8	1	2	10	19	0.76	14	0		
2	4	15	7.8	1	2	12	19	0.76	0	0		
2	4	15	7.8	1	2	14	18	0.72	-3	2	0	1
2	4	15	7.8	1	2	17	17	0.68	-10	9	0.272727273	0.727272727
2	4	15	7.8	1	2	19	17	0.68	-3	3	0.357142857	0.642857143
2	4	15	7.8	1	2	21	17	0.68	-3	3	0.470588235	0.529411765
2	4	15	7.8	1	2	24	0	0	0	-17		
2	4	15	7.8	1	2	26	0	0	0	0		
2	4	15	7.8	1	2	28	0	0	0	0		
2	4	15	7.8	1	2	31	0	0	0	0		
2	4	15	7.8	1	2	33	0	0	0	0		
2	4	15	7.8	1	2	35	0	0	0	0		
2	4	15	7.8	1	2	38	0	0	0	0		
2	4	15	7.8	1	3	0	25	1	0	0		
2	4	15	7.8	1	3	5	19	0.76	0	0		
2	4	15	7.8	1	3	7	19	0.76	3	0		
2	4	15	7.8	1	3	10	19	0.76	16	0		
2	4	15	7.8	1	3	12	19	0.76	0	0		
2	4	15	7.8	1	3	14	16	0.64	-4	1	0	1
2	4	15	7.8	1	3	17	16	0.64	-11	11	0.416666667	0.583333333
2	4	15	7.8	1	3	19	16	0.64	-1	1	0.461538462	0.538461538
2	4	15	7.8	1	3	21	16	0.64	-3	3	0.5625	0.4375
2	4	15	7.8	1	3	24	0	0	0	-16		
2	4	15	7.8	1	3	26	0	0	0	0		
2	4	15	7.8	1	3	28	0	0	0	0		
2	4	15	7.8	1	3	31	0	0	0	0		
2	4	15	7.8	1	3	33	0	0	0	0		
2	4	15	7.8	1	3	35	0	0	0	0		
2	4	15	7.8	1	3	38	0	0	0	0		
2	4	15	7.8	2	1	0	25	1	0	0		
2	4	15	7.8	2	1	5	19	0.76	0	0		
2	4	15	7.8	2	1	7	19	0.76	6	0		
2	4	15	7.8	2	1	10	18	0.72	12	0		
2	4	15	7.8	2	1	12	18	0.72	0	0		
2	4	15	7.8	2	1	14	18	0.72	-3	3	0	1
2	4	15	7.8	2	1	17	17	0.68	-7	6	0.444444444	0.555555556
2	4	15	7.8	2	1	19	17	0.68	-6	6	0.6	0.4
2	4	15	7.8	2	1	21	17	0.68	-2	2	0.647058824	0.352941176
2	4	15	7.8	2	1	24	0	0	0	-17		
2	4	15	7.8	2	1	26	0	0	0	0		
2	4	15	7.8	2	1	28	0	0	0	0		
2	4	15	7.8	2	1	31	0	0	0	0		
2	4	15	7.8	2	1	33	0	0	0	0		
2	4	15	7.8	2	1	35	0	0	0	0		
2	4	15	7.8	2	1	38	0	0	0	0		
2	4	15	7.8	2	2	0	25	1	0	0		
2	4	15	7.8	2	2	5	21	0.84	0	0		
2	4	15	7.8	2	2	7	21	0.84	8	0		
2	4	15	7.8	2	2	10	21	0.84	12	0		
2	4	15	7.8	2	2	12	21	0.84	1	0		
2	4	15	7.8	2	2	14	21	0.84	-4	4	0.25	0.75
2	4	15	7.8	2	2	17	19	0.76	-13	11	0.533333333	0.466666667
2	4	15	7.8	2	2	19	19	0.76	-1	1	0.5	0.5
2	4	15	7.8	2	2	21	18	0.72	-3	2	0.555555556	0.444444444
2	4	15	7.8	2	2	24	0	0	0	-18		
2	4	15	7.8	2	2	26	0	0	0	0		
2	4	15	7.8	2	2	28	0	0	0	0		
2	4	15	7.8	2	2	31	0	0	0	0		
2	4	15	7.8	2	2	33	0	0	0	0		
2	4	15	7.8	2	2	35	0	0	0	0		
2	4	15	7.8	2	2	38	0	0	0	0		
2	4	15	7.8	2	3	0	25	1	0	0		
2	4	15	7.8	2	3	5	20	0.8	0	0		
2	4	15	7.8	2	3	7	18	0.72	7	0		
2	4	15	7.8	2	3	10	18	0.72	10	0		
2	4	15	7.8	2	3	12	18	0.72	0	0		
2	4	15	7.8	2	3	14	18	0.72	-6	7	0	1
2	4	15	7.8	2	3	17	19	0.76	-5	6	0.076923077	0.923076923
2	4	15	7.8	2	3	19	18	0.72	-4	3	0.25	0.75
2	4	15	7.8	2	3	21	18	0.72	-2	2	0.333333333	0.666666667
2	4	15	7.8	2	3	24	0	0	0	-18		
2	4	15	7.8	2	3	26	0	0	0	0		
2	4	15	7.8	2	3	28	0	0	0	0		
2	4	15	7.8	2	3	31	0	0	0	0		
2	4	15	7.8	2	3	33	0	0	0	0		
2	4	15	7.8	2	3	35	0	0	0	0		
2	4	15	7.8	2	3	38	0	0	0	0		
2	4	15	7.8	3	1	0	27	1	0	0		
2	4	15	7.8	3	1	5	27	1	2	0		
2	4	15	7.8	3	1	7	27	1	20	0		
2	4	15	7.8	3	1	10	27	1	5	0		
2	4	15	7.8	3	1	12	27	1	0	0		
2	4	15	7.8	3	1	14	27	1	-9	9	0	1
2	4	15	7.8	3	1	17	23	0.851851852	-17	13	0.409090909	0.590909091
2	4	15	7.8	3	1	19	23	0.851851852	-1	1	0.434782609	0.565217391
2	4	15	7.8	3	1	21	0	0	0	-23		
2	4	15	7.8	3	1	24	0	0	0	0		
2	4	15	7.8	3	1	26	0	0	0	0		
2	4	15	7.8	3	1	28	0	0	0	0		
2	4	15	7.8	3	1	31	0	0	0	0		
2	4	15	7.8	3	1	33	0	0	0	0		
2	4	15	7.8	3	1	35	0	0	0	0		
2	4	15	7.8	3	1	38	0	0	0	0		
2	4	15	7.8	3	2	0	25	1	0	0		
2	4	15	7.8	3	2	5	21	0.84	1	0		
2	4	15	7.8	3	2	7	21	0.84	15	0		
2	4	15	7.8	3	2	10	15	0.6	-1	0		
2	4	15	7.8	3	2	12	15	0.6	0	0		
2	4	15	7.8	3	2	14	14	0.56	-4	3	0	1
2	4	15	7.8	3	2	17	12	0.48	-11	9	0.25	0.75
2	4	15	7.8	3	2	19	0	0	0	-12		
2	4	15	7.8	3	2	21	0	0	0	0		
2	4	15	7.8	3	2	24	0	0	0	0		
2	4	15	7.8	3	2	26	0	0	0	0		
2	4	15	7.8	3	2	28	0	0	0	0		
2	4	15	7.8	3	2	31	0	0	0	0		
2	4	15	7.8	3	2	33	0	0	0	0		
2	4	15	7.8	3	2	35	0	0	0	0		
2	4	15	7.8	3	2	38	0	0	0	0		
2	4	15	7.8	3	3	0	25	1	0	0		
2	4	15	7.8	3	3	5	25	1	1	0		
2	4	15	7.8	3	3	7	25	1	8	0		
2	4	15	7.8	3	3	10	25	1	16	0		
2	4	15	7.8	3	3	12	25	1	0	0		
2	4	15	7.8	3	3	14	25	1	-6	6	0.166666667	0.833333333
2	4	15	7.8	3	3	17	25	1	-17	17	0.260869565	0.739130435
2	4	15	7.8	3	3	19	25	1	-1	1	0.25	0.75
2	4	15	7.8	3	3	21	25	1	0	0	0.25	0.75
2	4	15	7.8	3	3	24	25	1	-1	1	0.28	0.72
