Generation	Treatment	Rep	Stage.x	Number.x	Length.x	Weight.x	Stage.y	Number.y	Length.y	Weight.y	weight.diff	Beak	Dev.diff	Growth.Rate
4	1	3	C6F	9	0.771	4.815575114	C1	10	0.296	0.272722687	4.542852427	2	10.42105263	0.435930283
4	1	3	C6F	9	0.771	4.815575114	C1	10	0.296	0.272722687	4.542852427	3	9.052380952	0.501840615
4	1	3	C6F	9	0.771	4.815575114	C1	11	0.307	0.306341314	4.5092338	1	10.38095238	0.434375733
4	1	3	C6F	9	0.771	4.815575114	C1	11	0.307	0.306341314	4.5092338	2	10.42105263	0.432704254
4	1	3	C6F	9	0.771	4.815575114	C1	11	0.307	0.306341314	4.5092338	3	9.052380952	0.498126827
4	1	3	C6F	9	0.771	4.815575114	C1	12	0.298	0.278636694	4.53693842	1	10.38095238	0.437044527
4	1	3	C6F	9	0.771	4.815575114	C1	12	0.298	0.278636694	4.53693842	2	10.42105263	0.435362778
4	1	3	C6F	9	0.771	4.815575114	C1	12	0.298	0.278636694	4.53693842	3	9.052380952	0.501187306
4	1	3	C6F	9	0.771	4.815575114	C1	2	0.292	0.261154084	4.55442103	1	10.38095238	0.438728631
4	1	3	C6F	9	0.771	4.815575114	C1	2	0.292	0.261154084	4.55442103	2	10.42105263	0.437040402
4	1	3	C6F	9	0.771	4.815575114	C1	2	0.292	0.261154084	4.55442103	3	9.052380952	0.503118578
4	1	3	C6F	9	0.771	4.815575114	C1	3	0.282	0.23371347	4.581861644	1	10.38095238	0.441371993
4	1	3	C6F	9	0.771	4.815575114	C1	3	0.282	0.23371347	4.581861644	2	10.42105263	0.439673592
4	1	3	C6F	9	0.771	4.815575114	C1	3	0.282	0.23371347	4.581861644	3	9.052380952	0.506149892
4	1	3	C6F	9	0.771	4.815575114	C1	4	0.304	0.296905879	4.518669235	1	10.38095238	0.435284651
4	1	3	C6F	9	0.771	4.815575114	C1	4	0.304	0.296905879	4.518669235	2	10.42105263	0.433609674
4	1	3	C6F	9	0.771	4.815575114	C1	4	0.304	0.296905879	4.518669235	3	9.052380952	0.499169142
4	1	3	C6F	9	0.771	4.815575114	C1	5	0.267	0.196363024	4.619212091	1	10.38095238	0.444969972
4	1	3	C6F	9	0.771	4.815575114	C1	5	0.267	0.196363024	4.619212091	2	10.42105263	0.443257726
4	1	3	C6F	9	0.771	4.815575114	C1	5	0.267	0.196363024	4.619212091	3	9.052380952	0.510275928
4	1	3	C6F	9	0.771	4.815575114	C1	6	0.293	0.264014026	4.551561089	1	10.38095238	0.438453132
4	1	3	C6F	9	0.771	4.815575114	C1	6	0.293	0.264014026	4.551561089	2	10.42105263	0.436765963
4	1	3	C6F	9	0.771	4.815575114	C1	6	0.293	0.264014026	4.551561089	3	9.052380952	0.502802645
4	1	3	C6F	9	0.771	4.815575114	C1	7	0.308	0.30953161	4.506043504	1	10.38095238	0.434068411
4	1	3	C6F	9	0.771	4.815575114	C1	7	0.308	0.30953161	4.506043504	2	10.42105263	0.432398114
4	1	3	C6F	9	0.771	4.815575114	C1	7	0.308	0.30953161	4.506043504	3	9.052380952	0.497774401
4	1	3	C6F	9	0.771	4.815575114	C1	8	0.309	0.312744628	4.502830487	1	10.38095238	0.4337589
4	1	3	C6F	9	0.771	4.815575114	C1	8	0.309	0.312744628	4.502830487	2	10.42105263	0.432089794
4	1	3	C6F	9	0.771	4.815575114	C1	8	0.309	0.312744628	4.502830487	3	9.052380952	0.497419465
4	1	3	C6F	9	0.771	4.815575114	C1	9	0.316	0.335879302	4.479695812	1	10.38095238	0.431530331
4	1	3	C6F	9	0.771	4.815575114	C1	9	0.316	0.335879302	4.479695812	2	10.42105263	0.4298698
4	1	3	C6F	9	0.771	4.815575114	C1	9	0.316	0.335879302	4.479695812	3	9.052380952	0.494863819
4	1	3	C6M	1	0.731	3.969322412	C1	1	0.302	0.290727593	3.678594818	1	10.38095238	0.354360051
4	1	3	C6M	1	0.731	3.969322412	C1	1	0.302	0.290727593	3.678594818	2	10.42105263	0.352996473
4	1	3	C6M	1	0.731	3.969322412	C1	1	0.302	0.290727593	3.678594818	3	9.052380952	0.406367655
4	1	3	C6M	1	0.731	3.969322412	C1	10	0.296	0.272722687	3.696599725	1	10.38095238	0.356094469
4	1	3	C6M	1	0.731	3.969322412	C1	10	0.296	0.272722687	3.696599725	2	10.42105263	0.354724216
4	1	3	C6M	1	0.731	3.969322412	C1	10	0.296	0.272722687	3.696599725	3	9.052380952	0.408356624
4	1	3	C6M	1	0.731	3.969322412	C1	11	0.307	0.306341314	3.662981098	1	10.38095238	0.352855977
4	1	3	C6M	1	0.731	3.969322412	C1	11	0.307	0.306341314	3.662981098	2	10.42105263	0.351498186
4	1	3	C6M	1	0.731	3.969322412	C1	11	0.307	0.306341314	3.662981098	3	9.052380952	0.404642836
4	1	3	C6M	1	0.731	3.969322412	C1	12	0.298	0.278636694	3.690685718	1	10.38095238	0.355524771
4	1	3	C6M	1	0.731	3.969322412	C1	12	0.298	0.278636694	3.690685718	2	10.42105263	0.35415671
4	1	3	C6M	1	0.731	3.969322412	C1	12	0.298	0.278636694	3.690685718	3	9.052380952	0.407703314
4	1	3	C6M	1	0.731	3.969322412	C1	2	0.292	0.261154084	3.708168327	1	10.38095238	0.357208876
4	1	3	C6M	1	0.731	3.969322412	C1	2	0.292	0.261154084	3.708168327	2	10.42105263	0.355834334
4	1	3	C6M	1	0.731	3.969322412	C1	2	0.292	0.261154084	3.708168327	3	9.052380952	0.409634586
4	1	3	C6M	1	0.731	3.969322412	C1	3	0.282	0.23371347	3.735608942	1	10.38095238	0.359852238
4	1	3	C6M	1	0.731	3.969322412	C1	3	0.282	0.23371347	3.735608942	2	10.42105263	0.358467525
4	1	3	C6M	1	0.731	3.969322412	C1	3	0.282	0.23371347	3.735608942	3	9.052380952	0.412665901
4	1	3	C6M	1	0.731	3.969322412	C1	4	0.304	0.296905879	3.672416533	1	10.38095238	0.353764895
4	1	3	C6M	1	0.731	3.969322412	C1	4	0.304	0.296905879	3.672416533	2	10.42105263	0.352403607
4	1	3	C6M	1	0.731	3.969322412	C1	4	0.304	0.296905879	3.672416533	3	9.052380952	0.405685151
4	1	3	C6M	1	0.731	3.969322412	C1	5	0.267	0.196363024	3.772959388	1	10.38095238	0.363450216
4	1	3	C6M	1	0.731	3.969322412	C1	5	0.267	0.196363024	3.772959388	2	10.42105263	0.362051659
4	1	3	C6M	1	0.731	3.969322412	C1	5	0.267	0.196363024	3.772959388	3	9.052380952	0.416791937
4	1	3	C6M	1	0.731	3.969322412	C1	6	0.293	0.264014026	3.705308386	1	10.38095238	0.356933377
4	1	3	C6M	1	0.731	3.969322412	C1	6	0.293	0.264014026	3.705308386	2	10.42105263	0.355559896
4	1	3	C6M	1	0.731	3.969322412	C1	6	0.293	0.264014026	3.705308386	3	9.052380952	0.409318654
4	1	3	C6M	1	0.731	3.969322412	C1	7	0.308	0.30953161	3.659790802	1	10.38095238	0.352548655
4	1	3	C6M	1	0.731	3.969322412	C1	7	0.308	0.30953161	3.659790802	2	10.42105263	0.351192047
4	1	3	C6M	1	0.731	3.969322412	C1	7	0.308	0.30953161	3.659790802	3	9.052380952	0.404290409
4	1	3	C6M	1	0.731	3.969322412	C1	8	0.309	0.312744628	3.656577784	1	10.38095238	0.352239144
4	1	3	C6M	1	0.731	3.969322412	C1	8	0.309	0.312744628	3.656577784	2	10.42105263	0.350883727
4	1	3	C6M	1	0.731	3.969322412	C1	8	0.309	0.312744628	3.656577784	3	9.052380952	0.403935473
4	1	3	C6M	1	0.731	3.969322412	C1	9	0.316	0.335879302	3.63344311	1	10.38095238	0.350010575
4	1	3	C6M	1	0.731	3.969322412	C1	9	0.316	0.335879302	3.63344311	2	10.42105263	0.348663733
4	1	3	C6M	1	0.731	3.969322412	C1	9	0.316	0.335879302	3.63344311	3	9.052380952	0.401379828
4	1	3	C6M	10	0.718	3.719176025	C1	1	0.302	0.290727593	3.428448432	1	10.38095238	0.330263381
4	1	3	C6M	10	0.718	3.719176025	C1	1	0.302	0.290727593	3.428448432	2	10.42105263	0.328992526
4	1	3	C6M	10	0.718	3.719176025	C1	1	0.302	0.290727593	3.428448432	3	9.052380952	0.37873444
4	1	3	C6M	10	0.718	3.719176025	C1	10	0.296	0.272722687	3.446453338	1	10.38095238	0.331997799
4	1	3	C6M	10	0.718	3.719176025	C1	10	0.296	0.272722687	3.446453338	2	10.42105263	0.33072027
4	1	3	C6M	10	0.718	3.719176025	C1	10	0.296	0.272722687	3.446453338	3	9.052380952	0.380723409
4	1	3	C6M	10	0.718	3.719176025	C1	11	0.307	0.306341314	3.412834711	1	10.38095238	0.328759307
4	1	3	C6M	10	0.718	3.719176025	C1	11	0.307	0.306341314	3.412834711	2	10.42105263	0.32749424
4	1	3	C6M	10	0.718	3.719176025	C1	11	0.307	0.306341314	3.412834711	3	9.052380952	0.377009621
4	1	3	C6M	10	0.718	3.719176025	C1	12	0.298	0.278636694	3.440539331	1	10.38095238	0.331428101
4	1	3	C6M	10	0.718	3.719176025	C1	12	0.298	0.278636694	3.440539331	2	10.42105263	0.330152764
4	1	3	C6M	10	0.718	3.719176025	C1	12	0.298	0.278636694	3.440539331	3	9.052380952	0.3800701
4	1	3	C6M	10	0.718	3.719176025	C1	2	0.292	0.261154084	3.458021941	1	10.38095238	0.333112205
4	1	3	C6M	10	0.718	3.719176025	C1	2	0.292	0.261154084	3.458021941	2	10.42105263	0.331830388
4	1	3	C6M	10	0.718	3.719176025	C1	2	0.292	0.261154084	3.458021941	3	9.052380952	0.382001372
4	1	3	C6M	10	0.718	3.719176025	C1	3	0.282	0.23371347	3.485462555	1	10.38095238	0.335755567
4	1	3	C6M	10	0.718	3.719176025	C1	3	0.282	0.23371347	3.485462555	2	10.42105263	0.334463579
4	1	3	C6M	10	0.718	3.719176025	C1	3	0.282	0.23371347	3.485462555	3	9.052380952	0.385032686
4	1	3	C6M	10	0.718	3.719176025	C1	4	0.304	0.296905879	3.422270146	1	10.38095238	0.329668225
4	1	3	C6M	10	0.718	3.719176025	C1	4	0.304	0.296905879	3.422270146	2	10.42105263	0.328399661
4	1	3	C6M	10	0.718	3.719176025	C1	4	0.304	0.296905879	3.422270146	3	9.052380952	0.378051936
4	1	3	C6M	10	0.718	3.719176025	C1	5	0.267	0.196363024	3.522813001	1	10.38095238	0.339353546
4	1	3	C6M	10	0.718	3.719176025	C1	5	0.267	0.196363024	3.522813001	2	10.42105263	0.338047712
4	1	3	C6M	10	0.718	3.719176025	C1	5	0.267	0.196363024	3.522813001	3	9.052380952	0.389158722
4	1	3	C6M	10	0.718	3.719176025	C1	6	0.293	0.264014026	3.455161999	1	10.38095238	0.332836706
4	1	3	C6M	10	0.718	3.719176025	C1	6	0.293	0.264014026	3.455161999	2	10.42105263	0.331555949
4	1	3	C6M	10	0.718	3.719176025	C1	6	0.293	0.264014026	3.455161999	3	9.052380952	0.381685439
4	1	3	C6M	10	0.718	3.719176025	C1	7	0.308	0.30953161	3.409644415	1	10.38095238	0.328451985
4	1	3	C6M	10	0.718	3.719176025	C1	7	0.308	0.30953161	3.409644415	2	10.42105263	0.3271881
4	1	3	C6M	10	0.718	3.719176025	C1	7	0.308	0.30953161	3.409644415	3	9.052380952	0.376657195
4	1	3	C6M	10	0.718	3.719176025	C1	8	0.309	0.312744628	3.406431397	1	10.38095238	0.328142474
4	1	3	C6M	10	0.718	3.719176025	C1	8	0.309	0.312744628	3.406431397	2	10.42105263	0.326879781
4	1	3	C6M	10	0.718	3.719176025	C1	8	0.309	0.312744628	3.406431397	3	9.052380952	0.376302259
4	1	3	C6M	10	0.718	3.719176025	C1	9	0.316	0.335879302	3.383296723	1	10.38095238	0.325913905
4	1	3	C6M	10	0.718	3.719176025	C1	9	0.316	0.335879302	3.383296723	2	10.42105263	0.324659787
4	1	3	C6M	10	0.718	3.719176025	C1	9	0.316	0.335879302	3.383296723	3	9.052380952	0.373746613
4	1	3	C6M	11	0.687	3.168939581	C1	1	0.302	0.290727593	2.878211988	1	10.38095238	0.277258953
4	1	3	C6M	11	0.687	3.168939581	C1	1	0.302	0.290727593	2.878211988	2	10.42105263	0.276192059
4	1	3	C6M	11	0.687	3.168939581	C1	1	0.302	0.290727593	2.878211988	3	9.052380952	0.317950825
4	1	3	C6M	11	0.687	3.168939581	C1	10	0.296	0.272722687	2.896216894	1	10.38095238	0.278993371
4	1	3	C6M	11	0.687	3.168939581	C1	10	0.296	0.272722687	2.896216894	2	10.42105263	0.277919803
4	1	3	C6M	11	0.687	3.168939581	C1	10	0.296	0.272722687	2.896216894	3	9.052380952	0.319939794
4	1	3	C6M	11	0.687	3.168939581	C1	11	0.307	0.306341314	2.862598267	1	10.38095238	0.275754879
4	1	3	C6M	11	0.687	3.168939581	C1	11	0.307	0.306341314	2.862598267	2	10.42105263	0.274693773
4	1	3	C6M	11	0.687	3.168939581	C1	11	0.307	0.306341314	2.862598267	3	9.052380952	0.316226005
4	1	3	C6M	11	0.687	3.168939581	C1	12	0.298	0.278636694	2.890302887	1	10.38095238	0.278423673
4	1	3	C6M	11	0.687	3.168939581	C1	12	0.298	0.278636694	2.890302887	2	10.42105263	0.277352297
4	1	3	C6M	11	0.687	3.168939581	C1	12	0.298	0.278636694	2.890302887	3	9.052380952	0.319286484
4	1	3	C6M	11	0.687	3.168939581	C1	2	0.292	0.261154084	2.907785497	1	10.38095238	0.280107777
4	1	3	C6M	11	0.687	3.168939581	C1	2	0.292	0.261154084	2.907785497	2	10.42105263	0.279029921
4	1	3	C6M	11	0.687	3.168939581	C1	2	0.292	0.261154084	2.907785497	3	9.052380952	0.321217756
4	1	3	C6M	11	0.687	3.168939581	C1	3	0.282	0.23371347	2.935226111	1	10.38095238	0.282751139
4	1	3	C6M	11	0.687	3.168939581	C1	3	0.282	0.23371347	2.935226111	2	10.42105263	0.281663112
4	1	3	C6M	11	0.687	3.168939581	C1	3	0.282	0.23371347	2.935226111	3	9.052380952	0.324249071
4	1	3	C6M	11	0.687	3.168939581	C1	4	0.304	0.296905879	2.872033702	1	10.38095238	0.276663797
4	1	3	C6M	11	0.687	3.168939581	C1	4	0.304	0.296905879	2.872033702	2	10.42105263	0.275599194
4	1	3	C6M	11	0.687	3.168939581	C1	4	0.304	0.296905879	2.872033702	3	9.052380952	0.317268321
4	1	3	C6M	11	0.687	3.168939581	C1	5	0.267	0.196363024	2.972576557	1	10.38095238	0.286349118
4	1	3	C6M	11	0.687	3.168939581	C1	5	0.267	0.196363024	2.972576557	2	10.42105263	0.285247245
4	1	3	C6M	11	0.687	3.168939581	C1	5	0.267	0.196363024	2.972576557	3	9.052380952	0.328375106
4	1	3	C6M	11	0.687	3.168939581	C1	6	0.293	0.264014026	2.904925555	1	10.38095238	0.279832278
4	1	3	C6M	11	0.687	3.168939581	C1	6	0.293	0.264014026	2.904925555	2	10.42105263	0.278755483
4	1	3	C6M	11	0.687	3.168939581	C1	6	0.293	0.264014026	2.904925555	3	9.052380952	0.320901824
4	1	3	C6M	11	0.687	3.168939581	C1	7	0.308	0.30953161	2.859407971	1	10.38095238	0.275447557
4	1	3	C6M	11	0.687	3.168939581	C1	7	0.308	0.30953161	2.859407971	2	10.42105263	0.274387634
4	1	3	C6M	11	0.687	3.168939581	C1	7	0.308	0.30953161	2.859407971	3	9.052380952	0.315873579
4	1	3	C6M	11	0.687	3.168939581	C1	8	0.309	0.312744628	2.856194953	1	10.38095238	0.275138046
4	1	3	C6M	11	0.687	3.168939581	C1	8	0.309	0.312744628	2.856194953	2	10.42105263	0.274079314
4	1	3	C6M	11	0.687	3.168939581	C1	8	0.309	0.312744628	2.856194953	3	9.052380952	0.315518643
4	1	3	C6M	11	0.687	3.168939581	C1	9	0.316	0.335879302	2.833060279	1	10.38095238	0.272909476
4	1	3	C6M	11	0.687	3.168939581	C1	9	0.316	0.335879302	2.833060279	2	10.42105263	0.27185932
4	1	3	C6M	11	0.687	3.168939581	C1	9	0.316	0.335879302	2.833060279	3	9.052380952	0.312962998
4	1	3	C6M	12	0.712	3.607664348	C1	1	0.302	0.290727593	3.316936754	1	10.38095238	0.31952143
4	1	3	C6M	12	0.712	3.607664348	C1	1	0.302	0.290727593	3.316936754	2	10.42105263	0.318291911
4	1	3	C6M	12	0.712	3.607664348	C1	1	0.302	0.290727593	3.316936754	3	9.052380952	0.366415949
4	1	3	C6M	12	0.712	3.607664348	C1	10	0.296	0.272722687	3.33494166	1	10.38095238	0.321255848
4	1	3	C6M	12	0.712	3.607664348	C1	10	0.296	0.272722687	3.33494166	2	10.42105263	0.320019654
4	1	3	C6M	12	0.712	3.607664348	C1	10	0.296	0.272722687	3.33494166	3	9.052380952	0.368404918
4	1	3	C6M	12	0.712	3.607664348	C1	11	0.307	0.306341314	3.301323034	1	10.38095238	0.318017356
4	1	3	C6M	12	0.712	3.607664348	C1	11	0.307	0.306341314	3.301323034	2	10.42105263	0.316793624
4	1	3	C6M	12	0.712	3.607664348	C1	11	0.307	0.306341314	3.301323034	3	9.052380952	0.364691129
4	1	3	C6M	12	0.712	3.607664348	C1	12	0.298	0.278636694	3.329027654	1	10.38095238	0.32068615
4	1	3	C6M	12	0.712	3.607664348	C1	12	0.298	0.278636694	3.329027654	2	10.42105263	0.319452149
4	1	3	C6M	12	0.712	3.607664348	C1	12	0.298	0.278636694	3.329027654	3	9.052380952	0.367751608
4	1	3	C6M	12	0.712	3.607664348	C1	2	0.292	0.261154084	3.346510263	1	10.38095238	0.322370255
4	1	3	C6M	12	0.712	3.607664348	C1	2	0.292	0.261154084	3.346510263	2	10.42105263	0.321129773
4	1	3	C6M	12	0.712	3.607664348	C1	2	0.292	0.261154084	3.346510263	3	9.052380952	0.36968288
4	1	3	C6M	12	0.712	3.607664348	C1	3	0.282	0.23371347	3.373950878	1	10.38095238	0.325013617
4	1	3	C6M	12	0.712	3.607664348	C1	3	0.282	0.23371347	3.373950878	2	10.42105263	0.323762963
4	1	3	C6M	12	0.712	3.607664348	C1	3	0.282	0.23371347	3.373950878	3	9.052380952	0.372714195
4	1	3	C6M	12	0.712	3.607664348	C1	4	0.304	0.296905879	3.310758469	1	10.38095238	0.318926275
4	1	3	C6M	12	0.712	3.607664348	C1	4	0.304	0.296905879	3.310758469	2	10.42105263	0.317699045
4	1	3	C6M	12	0.712	3.607664348	C1	4	0.304	0.296905879	3.310758469	3	9.052380952	0.365733445
4	1	3	C6M	12	0.712	3.607664348	C1	5	0.267	0.196363024	3.411301324	1	10.38095238	0.328611595
4	1	3	C6M	12	0.712	3.607664348	C1	5	0.267	0.196363024	3.411301324	2	10.42105263	0.327347097
4	1	3	C6M	12	0.712	3.607664348	C1	5	0.267	0.196363024	3.411301324	3	9.052380952	0.37684023
4	1	3	C6M	12	0.712	3.607664348	C1	6	0.293	0.264014026	3.343650322	1	10.38095238	0.322094756
4	1	3	C6M	12	0.712	3.607664348	C1	6	0.293	0.264014026	3.343650322	2	10.42105263	0.320855334
4	1	3	C6M	12	0.712	3.607664348	C1	6	0.293	0.264014026	3.343650322	3	9.052380952	0.369366948
4	1	3	C6M	12	0.712	3.607664348	C1	7	0.308	0.30953161	3.298132737	1	10.38095238	0.317710034
4	1	3	C6M	12	0.712	3.607664348	C1	7	0.308	0.30953161	3.298132737	2	10.42105263	0.316487485
4	1	3	C6M	12	0.712	3.607664348	C1	7	0.308	0.30953161	3.298132737	3	9.052380952	0.364338703
4	1	3	C6M	12	0.712	3.607664348	C1	8	0.309	0.312744628	3.29491972	1	10.38095238	0.317400524
4	1	3	C6M	12	0.712	3.607664348	C1	8	0.309	0.312744628	3.29491972	2	10.42105263	0.316179165
4	1	3	C6M	12	0.712	3.607664348	C1	8	0.309	0.312744628	3.29491972	3	9.052380952	0.363983767
4	1	3	C6M	12	0.712	3.607664348	C1	9	0.316	0.335879302	3.271785046	1	10.38095238	0.315171954
4	1	3	C6M	12	0.712	3.607664348	C1	9	0.316	0.335879302	3.271785046	2	10.42105263	0.313959171
4	1	3	C6M	12	0.712	3.607664348	C1	9	0.316	0.335879302	3.271785046	3	9.052380952	0.361428122
4	1	3	C6M	2	0.723	3.81399208	C1	1	0.302	0.290727593	3.523264487	1	10.38095238	0.339397038
4	1	3	C6M	2	0.723	3.81399208	C1	1	0.302	0.290727593	3.523264487	2	10.42105263	0.338091037
4	1	3	C6M	2	0.723	3.81399208	C1	1	0.302	0.290727593	3.523264487	3	9.052380952	0.389208597
4	1	3	C6M	2	0.723	3.81399208	C1	10	0.296	0.272722687	3.541269393	1	10.38095238	0.341131455
4	1	3	C6M	2	0.723	3.81399208	C1	10	0.296	0.272722687	3.541269393	2	10.42105263	0.33981878
4	1	3	C6M	2	0.723	3.81399208	C1	10	0.296	0.272722687	3.541269393	3	9.052380952	0.391197566
4	1	3	C6M	2	0.723	3.81399208	C1	11	0.307	0.306341314	3.507650766	1	10.38095238	0.337892964
4	1	3	C6M	2	0.723	3.81399208	C1	11	0.307	0.306341314	3.507650766	2	10.42105263	0.33659275
4	1	3	C6M	2	0.723	3.81399208	C1	11	0.307	0.306341314	3.507650766	3	9.052380952	0.387483777
4	1	3	C6M	2	0.723	3.81399208	C1	12	0.298	0.278636694	3.535355386	1	10.38095238	0.340561757
4	1	3	C6M	2	0.723	3.81399208	C1	12	0.298	0.278636694	3.535355386	2	10.42105263	0.339251275
4	1	3	C6M	2	0.723	3.81399208	C1	12	0.298	0.278636694	3.535355386	3	9.052380952	0.390544256
4	1	3	C6M	2	0.723	3.81399208	C1	2	0.292	0.261154084	3.552837996	1	10.38095238	0.342245862
4	1	3	C6M	2	0.723	3.81399208	C1	2	0.292	0.261154084	3.552837996	2	10.42105263	0.340928899
4	1	3	C6M	2	0.723	3.81399208	C1	2	0.292	0.261154084	3.552837996	3	9.052380952	0.392475528
4	1	3	C6M	2	0.723	3.81399208	C1	3	0.282	0.23371347	3.58027861	1	10.38095238	0.344889224
4	1	3	C6M	2	0.723	3.81399208	C1	3	0.282	0.23371347	3.58027861	2	10.42105263	0.343562089
4	1	3	C6M	2	0.723	3.81399208	C1	3	0.282	0.23371347	3.58027861	3	9.052380952	0.395506843
4	1	3	C6M	2	0.723	3.81399208	C1	4	0.304	0.296905879	3.517086201	1	10.38095238	0.338801882
4	1	3	C6M	2	0.723	3.81399208	C1	4	0.304	0.296905879	3.517086201	2	10.42105263	0.337498171
4	1	3	C6M	2	0.723	3.81399208	C1	4	0.304	0.296905879	3.517086201	3	9.052380952	0.388526093
4	1	3	C6M	2	0.723	3.81399208	C1	5	0.267	0.196363024	3.617629057	1	10.38095238	0.348487203
4	1	3	C6M	2	0.723	3.81399208	C1	5	0.267	0.196363024	3.617629057	2	10.42105263	0.347146223
4	1	3	C6M	2	0.723	3.81399208	C1	5	0.267	0.196363024	3.617629057	3	9.052380952	0.399632878
4	1	3	C6M	2	0.723	3.81399208	C1	6	0.293	0.264014026	3.549978055	1	10.38095238	0.341970363
4	1	3	C6M	2	0.723	3.81399208	C1	6	0.293	0.264014026	3.549978055	2	10.42105263	0.34065446
4	1	3	C6M	2	0.723	3.81399208	C1	6	0.293	0.264014026	3.549978055	3	9.052380952	0.392159596
4	1	3	C6M	2	0.723	3.81399208	C1	7	0.308	0.30953161	3.50446047	1	10.38095238	0.337585642
4	1	3	C6M	2	0.723	3.81399208	C1	7	0.308	0.30953161	3.50446047	2	10.42105263	0.336286611
4	1	3	C6M	2	0.723	3.81399208	C1	7	0.308	0.30953161	3.50446047	3	9.052380952	0.387131351
4	1	3	C6M	2	0.723	3.81399208	C1	8	0.309	0.312744628	3.501247453	1	10.38095238	0.337276131
4	1	3	C6M	2	0.723	3.81399208	C1	8	0.309	0.312744628	3.501247453	2	10.42105263	0.335978291
4	1	3	C6M	2	0.723	3.81399208	C1	8	0.309	0.312744628	3.501247453	3	9.052380952	0.386776415
4	1	3	C6M	2	0.723	3.81399208	C1	9	0.316	0.335879302	3.478112778	1	10.38095238	0.335047561
4	1	3	C6M	2	0.723	3.81399208	C1	9	0.316	0.335879302	3.478112778	2	10.42105263	0.333758297
4	1	3	C6M	2	0.723	3.81399208	C1	9	0.316	0.335879302	3.478112778	3	9.052380952	0.38422077
4	1	3	C6M	3	0.73	3.949659957	C1	1	0.302	0.290727593	3.658932364	1	10.38095238	0.352465962
4	1	3	C6M	3	0.73	3.949659957	C1	1	0.302	0.290727593	3.658932364	2	10.42105263	0.351109671
4	1	3	C6M	3	0.73	3.949659957	C1	1	0.302	0.290727593	3.658932364	3	9.052380952	0.404195579
4	1	3	C6M	3	0.73	3.949659957	C1	10	0.296	0.272722687	3.67693727	1	10.38095238	0.354200379
4	1	3	C6M	3	0.73	3.949659957	C1	10	0.296	0.272722687	3.67693727	2	10.42105263	0.352837415
4	1	3	C6M	3	0.73	3.949659957	C1	10	0.296	0.272722687	3.67693727	3	9.052380952	0.406184549
4	1	3	C6M	3	0.73	3.949659957	C1	11	0.307	0.306341314	3.643318643	1	10.38095238	0.350961888
4	1	3	C6M	3	0.73	3.949659957	C1	11	0.307	0.306341314	3.643318643	2	10.42105263	0.349611385
4	1	3	C6M	3	0.73	3.949659957	C1	11	0.307	0.306341314	3.643318643	3	9.052380952	0.40247076
4	1	3	C6M	3	0.73	3.949659957	C1	12	0.298	0.278636694	3.671023263	1	10.38095238	0.353630681
4	1	3	C6M	3	0.73	3.949659957	C1	12	0.298	0.278636694	3.671023263	2	10.42105263	0.352269909
4	1	3	C6M	3	0.73	3.949659957	C1	12	0.298	0.278636694	3.671023263	3	9.052380952	0.405531239
4	1	3	C6M	3	0.73	3.949659957	C1	2	0.292	0.261154084	3.688505873	1	10.38095238	0.355314786
4	1	3	C6M	3	0.73	3.949659957	C1	2	0.292	0.261154084	3.688505873	2	10.42105263	0.353947533
4	1	3	C6M	3	0.73	3.949659957	C1	2	0.292	0.261154084	3.688505873	3	9.052380952	0.407462511
4	1	3	C6M	3	0.73	3.949659957	C1	3	0.282	0.23371347	3.715946487	1	10.38095238	0.357958148
4	1	3	C6M	3	0.73	3.949659957	C1	3	0.282	0.23371347	3.715946487	2	10.42105263	0.356580724
4	1	3	C6M	3	0.73	3.949659957	C1	3	0.282	0.23371347	3.715946487	3	9.052380952	0.410493826
4	1	3	C6M	3	0.73	3.949659957	C1	4	0.304	0.296905879	3.652754078	1	10.38095238	0.351870806
4	1	3	C6M	3	0.73	3.949659957	C1	4	0.304	0.296905879	3.652754078	2	10.42105263	0.350516806
4	1	3	C6M	3	0.73	3.949659957	C1	4	0.304	0.296905879	3.652754078	3	9.052380952	0.403513075
4	1	3	C6M	3	0.73	3.949659957	C1	5	0.267	0.196363024	3.753296934	1	10.38095238	0.361556127
4	1	3	C6M	3	0.73	3.949659957	C1	5	0.267	0.196363024	3.753296934	2	10.42105263	0.360164857
4	1	3	C6M	3	0.73	3.949659957	C1	5	0.267	0.196363024	3.753296934	3	9.052380952	0.414619861
4	1	3	C6M	3	0.73	3.949659957	C1	6	0.293	0.264014026	3.685645932	1	10.38095238	0.355039287
4	1	3	C6M	3	0.73	3.949659957	C1	6	0.293	0.264014026	3.685645932	2	10.42105263	0.353673095
4	1	3	C6M	3	0.73	3.949659957	C1	6	0.293	0.264014026	3.685645932	3	9.052380952	0.407146578
4	1	3	C6M	3	0.73	3.949659957	C1	7	0.308	0.30953161	3.640128347	1	10.38095238	0.350654566
4	1	3	C6M	3	0.73	3.949659957	C1	7	0.308	0.30953161	3.640128347	2	10.42105263	0.349305245
4	1	3	C6M	3	0.73	3.949659957	C1	7	0.308	0.30953161	3.640128347	3	9.052380952	0.402118334
4	1	3	C6M	3	0.73	3.949659957	C1	8	0.309	0.312744628	3.63691533	1	10.38095238	0.350345055
4	1	3	C6M	3	0.73	3.949659957	C1	8	0.309	0.312744628	3.63691533	2	10.42105263	0.348996926
