Generation	Treatment	Rep	lambda	surv	epr	hf	sex	dev.time
0	1	1	1.089812773	0.6	22	0.98	0.473214286	20
0	1	1	1.106401062	0.6	32	0.95	0.473214286	20
0	1	1	1.07910801	0.6	21	0.82	0.473214286	20
0	1	1	1.074679994	0.6	16	0.98	0.473214286	20
0	1	1	1.066451996	0.6	14	0.94	0.473214286	20
0	1	1	1.090299007	0.6	22	0.99	0.473214286	20
0	1	1	1.097348765	0.6	26	0.97	0.473214286	20
0	1	1	1.101108189	0.6	29	0.94	0.473214286	20
0	1	1	1.08501573	0.6	25	0.78	0.473214286	20
0	1	1	1.094455739	0.6	25	0.95	0.473214286	20
0	1	1	1.100428672	0.6	28	0.96	0.473214286	20
0	1	1	1.075633194	0.6	16	1	0.473214286	20
0	1	1	1.107575927	0.56	22	0.98	0.473214286	19
0	1	1	1.123343708	0.56	32	0.95	0.473214286	19
0	1	1	1.097444034	0.56	21	0.82	0.473214286	19
0	1	1	1.093263	0.56	16	0.98	0.473214286	19
0	1	1	1.08550956	0.56	14	0.94	0.473214286	19
0	1	1	1.108036951	0.56	22	0.99	0.473214286	19
0	1	1	1.114729082	0.56	26	0.97	0.473214286	19
0	1	1	1.118303809	0.56	29	0.94	0.473214286	19
0	1	1	1.103031371	0.56	25	0.78	0.473214286	19
0	1	1	1.111981034	0.56	25	0.95	0.473214286	19
0	1	1	1.117657367	0.56	28	0.96	0.473214286	19
0	1	1	1.094162537	0.56	16	1	0.473214286	19
0	1	1	1.144330592	0.64	22	0.98	0.473214286	20
0	1	1	1.161868716	0.64	32	0.95	0.473214286	20
0	1	1	1.1330138	0.64	21	0.82	0.473214286	20
0	1	1	1.128332837	0.64	16	0.98	0.473214286	20
0	1	1	1.119635171	0.64	14	0.94	0.473214286	20
0	1	1	1.144844643	0.64	22	0.99	0.473214286	20
0	1	1	1.152297881	0.64	26	0.97	0.473214286	20
0	1	1	1.156272593	0.64	29	0.94	0.473214286	20
0	1	1	1.139259194	0.64	25	0.78	0.473214286	20
0	1	1	1.149239241	0.64	25	0.95	0.473214286	20
0	1	1	1.155554156	0.64	28	0.96	0.473214286	20
0	1	1	1.129340477	0.64	16	1	0.473214286	20
0	1	2	1.056489937	0.48	24	0.93	0.34248366	19
0	1	2	1.064597687	0.48	27	0.98	0.34248366	19
0	1	2	1.03210855	0.48	17	0.78	0.34248366	19
0	1	2	1.024666858	0.48	12	0.94	0.34248366	19
0	1	2	1.071721914	0.48	31	0.99	0.34248366	19
0	1	2	0	0.48	22	0	0.34248366	19
0	1	2	1.055805063	0.48	22	1	0.34248366	19
0	1	2	1.048407735	0.48	19	0.99	0.34248366	19
0	1	2	1.06311096	0.48	27	0.95	0.34248366	19
0	1	2	1.061309408	0.48	26	0.95	0.34248366	19
0	1	2	1.06279328	0.48	26	0.98	0.34248366	19
0	1	2	1.063278335	0.48	26	0.99	0.34248366	19
0	1	2	1.15026752	0.68	24	0.93	0.34248366	18
0	1	2	1.160051616	0.68	27	0.98	0.34248366	18
0	1	2	1.120863668	0.68	17	0.78	0.34248366	18
0	1	2	1.111894825	0.68	12	0.94	0.34248366	18
0	1	2	1.168651277	0.68	31	0.99	0.34248366	18
0	1	2	0	0.68	22	0	0.34248366	18
0	1	2	1.149441179	0.68	22	1	0.34248366	18
0	1	2	1.140517271	0.68	19	0.99	0.34248366	18
0	1	2	1.158257272	0.68	27	0.95	0.34248366	18
0	1	2	1.156083097	0.68	26	0.95	0.34248366	18
0	1	2	1.157873874	0.68	26	0.98	0.34248366	18
0	1	2	1.158459273	0.68	26	0.99	0.34248366	18
0	1	2	1.122211875	0.56	24	0.93	0.34248366	20
0	1	2	1.130679785	0.56	27	0.98	0.34248366	20
0	1	2	1.096721211	0.56	17	0.78	0.34248366	20
0	1	2	1.088933106	0.56	12	0.94	0.34248366	20
0	1	2	1.138116895	0.56	31	0.99	0.34248366	20
0	1	2	0	0.56	22	0	0.34248366	20
0	1	2	1.121496378	0.56	22	1	0.34248366	20
0	1	2	1.113766319	0.56	19	0.99	0.34248366	20
0	1	2	1.12912734	0.56	27	0.95	0.34248366	20
0	1	2	1.127245959	0.56	26	0.95	0.34248366	20
0	1	2	1.128795599	0.56	26	0.98	0.34248366	20
0	1	2	1.129302122	0.56	26	0.99	0.34248366	20
0	1	3	1.154202478	0.8	22	1	0.477777778	19
0	1	3	1.167856039	0.8	29	0.97	0.477777778	19
0	1	3	1.157234017	0.8	28	0.83	0.477777778	19
0	1	3	1.164440816	0.8	27	0.98	0.477777778	19
0	1	3	1.158459771	0.8	24	0.99	0.477777778	19
0	1	3	1.151636936	0.8	21	1	0.477777778	19
0	1	3	1.177930734	0.8	34	0.99	0.477777778	19
0	1	3	1.159016925	0.8	30	0.8	0.477777778	19
0	1	3	1.172569412	0.8	34	0.9	0.477777778	19
0	1	3	1.159591689	0.8	25	0.97	0.477777778	19
0	1	3	1.167856039	0.8	29	0.97	0.477777778	19
0	1	3	1.120693168	0.8	22	0.54	0.477777778	19
0	1	3	1.159270379	0.8	22	1	0.477777778	19
0	1	3	1.173038135	0.8	29	0.97	0.477777778	19
0	1	3	1.162327211	0.8	28	0.83	0.477777778	19
0	1	3	1.16959428	0.8	27	0.98	0.477777778	19
0	1	3	1.163563201	0.8	24	0.99	0.477777778	19
0	1	3	1.156683461	0.8	21	1	0.477777778	19
0	1	3	1.183197553	0.8	34	0.99	0.477777778	19
0	1	3	1.16412501	0.8	30	0.8	0.477777778	19
0	1	3	1.177791096	0.8	34	0.9	0.477777778	19
0	1	3	1.164704578	0.8	25	0.97	0.477777778	19
0	1	3	1.173038135	0.8	29	0.97	0.477777778	19
0	1	3	1.125483951	0.8	22	0.54	0.477777778	19
0	1	3	1.095809299	0.6	22	1	0.477777778	19
0	1	3	1.108750707	0.6	29	0.97	0.477777778	19
0	1	3	1.098682738	0.6	28	0.83	0.477777778	19
0	1	3	1.10551364	0.6	27	0.98	0.477777778	19
0	1	3	1.099844562	0.6	24	0.99	0.477777778	19
0	1	3	1.093377547	0.6	21	1	0.477777778	19
0	1	3	1.118299769	0.6	34	0.99	0.477777778	19
0	1	3	1.100372658	0.6	30	0.8	0.477777778	19
0	1	3	1.113218182	0.6	34	0.9	0.477777778	19
0	1	3	1.100917444	0.6	25	0.97	0.477777778	19
0	1	3	1.108750707	0.6	29	0.97	0.477777778	19
0	1	3	1.064046775	0.6	22	0.54	0.477777778	19
0	2	1	1.119763896	0.32	24	0.95	0.55	18
0	2	1	1.110231906	0.32	19	1	0.55	18
0	2	1	1.119161455	0.32	23	0.98	0.55	18
0	2	1	1.045910995	0.32	16	0.33	0.55	18
0	2	1	1.137742596	0.32	32	1	0.55	18
0	2	1	1.130866355	0.32	29	0.97	0.55	18
0	2	1	1.134293622	0.32	30	1	0.55	18
0	2	1	1.134293622	0.32	30	1	0.55	18
0	2	1	1.118623028	0.32	23	0.97	0.55	18
0	2	1	1.124616335	0.32	25	1	0.55	18
0	2	1	1.127618536	0.32	27	0.98	0.55	18
0	2	1	1.069883685	0.32	20	0.43	0.55	18
0	2	1	1.122306224	0.64	24	0.95	0.55	19
0	2	1	1.113378399	0.64	19	1	0.55	19
0	2	1	1.121742035	0.64	23	0.98	0.55	19
0	2	1	1.053071314	0.64	16	0.33	0.55	19
0	2	1	1.139139227	0.64	32	1	0.55	19
0	2	1	1.132702114	0.64	29	0.97	0.55	19
0	2	1	1.135910654	0.64	30	1	0.55	19
0	2	1	1.135910654	0.64	30	1	0.55	19
0	2	1	1.121237787	0.64	23	0.97	0.55	19
0	2	1	1.126850225	0.64	25	1	0.55	19
0	2	1	1.129661304	0.64	27	0.98	0.55	19
0	2	1	1.075561358	0.64	20	0.43	0.55	19
0	2	1	1.076600193	0.48	24	0.95	0.55	19
0	2	1	1.067249393	0.48	19	1	0.55	19
0	2	1	1.076009491	0.48	23	0.98	0.55	19
0	2	1	1.003893717	0.48	16	0.33	0.55	19
0	2	1	1.094210822	0.48	32	1	0.55	19
0	2	1	1.087479399	0.48	29	0.97	0.55	19
0	2	1	1.090835109	0.48	30	1	0.55	19
0	2	1	1.090835109	0.48	30	1	0.55	19
0	2	1	1.075481522	0.48	23	0.97	0.55	19
0	2	1	1.081356667	0.48	25	1	0.55	19
0	2	1	1.084298243	0.48	27	0.98	0.55	19
0	2	1	1.027559508	0.48	20	0.43	0.55	19
0	2	2	1.252568199	0.96	31	0.92	0.605664488	17
0	2	2	1.237476156	0.96	25	0.9	0.605664488	17
0	2	2	1.244158179	0.96	25	1	0.605664488	17
0	2	2	1.257276841	0.96	31	0.99	0.605664488	17
0	2	2	1.256623797	0.96	31	0.98	0.605664488	17
0	2	2	0	0.96	0	0	0.605664488	17
0	2	2	1.248779544	0.96	28	0.96	0.605664488	17
0	2	2	1.244056329	0.96	26	0.96	0.605664488	17
0	2	2	1.232488999	0.96	21	0.99	0.605664488	17
0	2	2	1.21799544	0.96	17	0.97	0.605664488	17
0	2	2	1.241564547	0.96	24	1	0.605664488	17
0	2	2	1.24466513	0.96	40	0.63	0.605664488	17
0	2	2	1.15423299	0.72	31	0.92	0.605664488	20
0	2	2	1.142253892	0.72	25	0.9	0.605664488	20
0	2	2	1.147560532	0.72	25	1	0.605664488	20
0	2	2	1.157965653	0.72	31	0.99	0.605664488	20
0	2	2	1.157448103	0.72	31	0.98	0.605664488	20
0	2	2	0	0.72	0	0	0.605664488	20
0	2	2	1.151227988	0.72	28	0.96	0.605664488	20
0	2	2	1.147479681	0.72	26	0.96	0.605664488	20
0	2	2	1.138290259	0.72	21	0.99	0.605664488	20
0	2	2	1.126756562	0.72	17	0.97	0.605664488	20
0	2	2	1.145501301	0.72	24	1	0.605664488	20
0	2	2	1.147962949	0.72	40	0.63	0.605664488	20
0	2	2	1.218620279	0.72	31	0.92	0.605664488	19
0	2	2	1.205268838	0.72	25	0.9	0.605664488	19
0	2	2	1.211181944	0.72	25	1	0.605664488	19
0	2	2	1.222782984	0.72	31	0.99	0.605664488	19
0	2	2	1.222205738	0.72	31	0.98	0.605664488	19
0	2	2	0	0.72	0	0	0.605664488	19
0	2	2	1.215269902	0.72	28	0.96	0.605664488	19
0	2	2	1.211091835	0.72	26	0.96	0.605664488	19
0	2	2	1.200853764	0.72	21	0.99	0.605664488	19
0	2	2	1.188014006	0.72	17	0.97	0.605664488	19
0	2	2	1.208887096	0.72	24	1	0.605664488	19
0	2	2	1.211630446	0.72	40	0.63	0.605664488	19
0	2	3	1.026024697	0.36	18	0.99	0.407407407	19
0	2	3	1.018781041	0.36	16	0.94	0.407407407	19
0	2	3	1.009242798	0.36	12	1	0.407407407	19
0	2	3	1.018667849	0.36	15	1	0.407407407	19
0	2	3	1.03133721	0.36	21	0.96	0.407407407	19
0	2	3	1.044063122	0.36	27	1	0.407407407	19
0	2	3	1.012772036	0.36	15	0.87	0.407407407	19
0	2	3	1.044063122	0.36	27	1	0.407407407	19
0	2	3	1.036615295	0.36	23	0.99	0.407407407	19
0	2	3	1.024005922	0.36	17	1	0.407407407	19
0	2	3	1.021415698	0.36	16	1	0.407407407	19
0	2	3	1.029745284	0.36	29	0.67	0.407407407	19
0	2	3	0.959606674	0.24	18	0.99	0.407407407	20
0	2	3	0.952583606	0.24	16	0.94	0.407407407	20
0	2	3	0.943320004	0.24	12	1	0.407407407	20
0	2	3	0.952473779	0.24	15	1	0.407407407	20
0	2	3	0.964750846	0.24	21	0.96	0.407407407	20
0	2	3	0.977051066	0.24	27	1	0.407407407	20
0	2	3	0.946749725	0.24	15	0.87	0.407407407	20
0	2	3	0.977051066	0.24	27	1	0.407407407	20
0	2	3	0.969856206	0.24	23	0.99	0.407407407	20
0	2	3	0.957650416	0.24	17	1	0.407407407	20
0	2	3	0.955139228	0.24	16	1	0.407407407	20
0	2	3	0.963209946	0.24	29	0.67	0.407407407	20
0	2	3	1.027718122	0.36	18	0.99	0.407407407	19
0	2	3	1.019372775	0.36	16	0.94	0.407407407	19
0	2	3	1.008370775	0.36	12	1	0.407407407	19
0	2	3	1.0192423	0.36	15	1	0.407407407	19
0	2	3	1.033833151	0.36	21	0.96	0.407407407	19
0	2	3	1.04846262	0.36	27	1	0.407407407	19
0	2	3	1.012443347	0.36	15	0.87	0.407407407	19
0	2	3	1.04846262	0.36	27	1	0.407407407	19
0	2	3	1.039903964	0.36	23	0.99	0.407407407	19
0	2	3	1.025393174	0.36	17	1	0.407407407	19
0	2	3	1.022409132	0.36	16	1	0.407407407	19
0	2	3	1.032001232	0.36	29	0.67	0.407407407	19
0	3	1	1.127777315	0.68	22	0.98	0.527406417	17
0	3	1	0	0.68	0	0	0.527406417	17
0	3	1	0	0.68	0	0	0.527406417	17
0	3	1	1.091879463	0.68	13	0.9	0.527406417	17
0	3	1	1.10632652	0.68	15	1	0.527406417	17
0	3	1	1.11192077	0.68	22	0.75	0.527406417	17
0	3	1	1.113401	0.68	18	0.94	0.527406417	17
0	3	1	0	0.68	17	0	0.527406417	17
0	3	1	1.120876337	0.68	20	0.96	0.527406417	17
0	3	1	0	0.68	12	0	0.527406417	17
0	3	1	0.962857809	0.68	3	0.36	0.527406417	17
0	3	1	1.134198598	0.68	24	1	0.527406417	17
0	3	1	1.024995886	0.44	22	0.98	0.527406417	18
0	3	1	0	0.44	0	0	0.527406417	18
0	3	1	0	0.44	0	0	0.527406417	18
0	3	1	0.994754514	0.44	13	0.9	0.527406417	18
0	3	1	1.006931133	0.44	15	1	0.527406417	18
0	3	1	1.011644025	0.44	22	0.75	0.527406417	18
0	3	1	1.012890848	0.44	18	0.94	0.527406417	18
0	3	1	0	0.44	17	0	0.527406417	18
0	3	1	1.01918616	0.44	20	0.96	0.527406417	18
0	3	1	0	0.44	12	0	0.527406417	18
0	3	1	0.885620691	0.44	3	0.36	0.527406417	18
0	3	1	1.030400155	0.44	24	1	0.527406417	18
0	3	1	1.108380201	0.32	22	0.98	0.527406417	17
0	3	1	0	0.32	0	0	0.527406417	17
0	3	1	0	0.32	0	0	0.527406417	17
0	3	1	1.072758336	0.32	13	0.9	0.527406417	17
0	3	1	1.087093339	0.32	15	1	0.527406417	17
0	3	1	1.092644559	0.32	22	0.75	0.527406417	17
0	3	1	1.094113437	0.32	18	0.94	0.527406417	17
0	3	1	0	0.32	17	0	0.527406417	17
0	3	1	1.101531651	0.32	20	0.96	0.527406417	17
0	3	1	0	0.32	12	0	0.527406417	17
0	3	1	0.94480418	0.32	3	0.36	0.527406417	17
0	3	1	1.114752961	0.32	24	1	0.527406417	17
0	3	2	0	0.56	0	0	0.617460318	17
0	3	2	0.960230145	0.56	11	0.29	0.617460318	17
0	3	2	0.931730541	0.56	3	0.6	0.617460318	17
0	3	2	0	0.56	0	0	0.617460318	17
0	3	2	0	0.56	0	0	0.617460318	17
0	3	2	0.999628635	0.56	9	0.76	0.617460318	17
0	3	2	1.027655318	0.56	15	0.77	0.617460318	17
0	3	2	1.051592659	0.56	19	0.94	0.617460318	17
0	3	2	0.947177861	0.56	3	0.82	0.617460318	17
0	3	2	0	0.56	0	0	0.617460318	17
0	3	2	0	0.56	0	0	0.617460318	17
0	3	2	1.023364088	0.56	11	0.97	0.617460318	17
0	3	2	0	0.6	0	0	0.617460318	17
0	3	2	0.97481271	0.6	11	0.29	0.617460318	17
0	3	2	0.945868944	0.6	3	0.6	0.617460318	17
0	3	2	0	0.6	0	0	0.617460318	17
0	3	2	0	0.6	0	0	0.617460318	17
0	3	2	1.014826878	0.6	9	0.76	0.617460318	17
0	3	2	1.043292677	0.6	15	0.77	0.617460318	17
0	3	2	1.0676058	0.6	19	0.94	0.617460318	17
0	3	2	0.961556882	0.6	3	0.82	0.617460318	17
0	3	2	0	0.6	0	0	0.617460318	17
0	3	2	0	0.6	0	0	0.617460318	17
0	3	2	1.038934152	0.6	11	0.97	0.617460318	17
0	3	2	0	0.4	0	0	0.617460318	17
0	3	2	1.005998431	0.4	11	0.29	0.617460318	17
0	3	2	0.975950801	0.4	3	0.6	0.617460318	17
0	3	2	0	0.4	0	0	0.617460318	17
0	3	2	0	0.4	0	0	0.617460318	17
0	3	2	1.047546285	0.4	9	0.76	0.617460318	17
0	3	2	1.077108118	0.4	15	0.77	0.617460318	17
0	3	2	1.102360427	0.4	19	0.94	0.617460318	17
0	3	2	0.992236451	0.4	3	0.82	0.617460318	17
0	3	2	0	0.4	0	0	0.617460318	17
0	3	2	0	0.4	0	0	0.617460318	17
0	3	2	1.072581519	0.4	11	0.97	0.617460318	17
0	3	3	0	0.4	1	0	0.603896104	17
0	3	3	1.005922721	0.4	33	0.66	0.603896104	17
0	3	3	0.977770209	0.4	13	0.98	0.603896104	17
0	3	3	0.989696157	0.4	18	0.89	0.603896104	17
0	3	3	0.965120981	0.4	12	0.83	0.603896104	17
0	3	3	0	0.4	0	0	0.603896104	17
0	3	3	0.965580214	0.4	15	0.67	0.603896104	17
0	3	3	0	0.4	0	0	0.603896104	17
0	3	3	0.824262887	0.4	1	0.5	0.603896104	17
0	3	3	0	0.4	0	0	0.603896104	17
0	3	3	0	0.4	11	0	0.603896104	17
0	3	3	0.854880801	0.4	4	0.25	0.603896104	17
0	3	3	0	0.44	1	0	0.603896104	18
0	3	3	1.115131889	0.44	33	0.66	0.603896104	18
0	3	3	1.087397222	0.44	13	0.98	0.603896104	18
0	3	3	1.099144227	0.44	18	0.89	0.603896104	18
0	3	3	1.074940845	0.44	12	0.83	0.603896104	18
0	3	3	0	0.44	0	0	0.603896104	18
0	3	3	1.075393022	0.44	15	0.67	0.603896104	18
0	3	3	0	0.44	0	0	0.603896104	18
0	3	3	0.93639948	0.44	1	0.5	0.603896104	18
0	3	3	0	0.44	0	0	0.603896104	18
0	3	3	0	0.44	11	0	0.603896104	18
0	3	3	0.966495308	0.44	4	0.25	0.603896104	18
0	3	3	0	0.28	1	0	0.603896104	17
0	3	3	1.064288829	0.28	33	0.66	0.603896104	17
0	3	3	1.035764393	0.28	13	0.98	0.603896104	17
0	3	3	1.047845567	0.28	18	0.89	0.603896104	17
0	3	3	1.022954191	0.28	12	0.83	0.603896104	17
0	3	3	0	0.28	0	0	0.603896104	17
0	3	3	1.023419203	0.28	15	0.67	0.603896104	17
0	3	3	0	0.28	0	0	0.603896104	17
0	3	3	0.880525679	0.28	1	0.5	0.603896104	17
0	3	3	0	0.28	0	0	0.603896104	17
0	3	3	0	0.28	11	0	0.603896104	17
0	3	3	0.911455279	0.28	4	0.25	0.603896104	17
0	4	1	0.902595497	0.12	20	0.95	0.577777778	17
0	4	1	0.907459735	0.12	23	0.91	0.577777778	17
0	4	1	0	0.12	0	0	0.577777778	17
0	4	1	0.88719983	0.12	17	0.82	0.577777778	17
0	4	1	0	0.12	0	0	0.577777778	17
0	4	1	0	0.12	0	0	0.577777778	17
0	4	1	0	0.12	0	0	0.577777778	17
0	4	1	0.905171226	0.12	20	1	0.577777778	17
0	4	1	0.913875867	0.12	24	0.99	0.577777778	17
0	4	1	0.881131606	0.12	14	0.88	0.577777778	17
0	4	1	0.912840278	0.12	24	0.97	0.577777778	17
0	4	1	0.8864161	0.12	14	0.98	0.577777778	17
0	4	1	1.003624166	0.333333333	20	0.95	0.577777778	17
0	4	1	1.009032864	0.333333333	23	0.91	0.577777778	17
0	4	1	0	0.333333333	0	0	0.577777778	17
0	4	1	0.986505242	0.333333333	17	0.82	0.577777778	17
0	4	1	0	0.333333333	0	0	0.577777778	17
0	4	1	0	0.333333333	0	0	0.577777778	17
0	4	1	0	0.333333333	0	0	0.577777778	17
0	4	1	1.0064882	0.333333333	20	1	0.577777778	17
0	4	1	1.016167162	0.333333333	24	0.99	0.577777778	17
0	4	1	0.979757794	0.333333333	14	0.88	0.577777778	17
0	4	1	1.015015658	0.333333333	24	0.97	0.577777778	17
0	4	1	0.985633788	0.333333333	14	0.98	0.577777778	17
0	4	1	0.798668769	0.12	20	0.95	0.577777778	17
0	4	1	0.802972929	0.12	23	0.91	0.577777778	17
0	4	1	0	0.12	0	0	0.577777778	17
0	4	1	0.785045791	0.12	17	0.82	0.577777778	17
0	4	1	0	0.12	0	0	0.577777778	17
0	4	1	0	0.12	0	0	0.577777778	17
0	4	1	0	0.12	0	0	0.577777778	17
0	4	1	0.800947923	0.12	20	1	0.577777778	17
0	4	1	0.808650294	0.12	24	0.99	0.577777778	17
0	4	1	0.779676275	0.12	14	0.88	0.577777778	17
0	4	1	0.807733944	0.12	24	0.97	0.577777778	17
0	4	1	0.784352301	0.12	14	0.98	0.577777778	17
0	4	2	0.806692057	0.08	13	0.96	0.833333333	17
0	4	2	0.795476991	0.08	10	0.97	0.833333333	17
0	4	2	0.778640858	0.08	12	0.55	0.833333333	17
0	4	2	0.82042176	0.08	19	0.89	0.833333333	17
0	4	2	0.810948565	0.08	14	0.98	0.833333333	17
0	4	2	0.809209696	0.08	15	0.88	0.833333333	17
0	4	2	0	0.08	0	0	0.833333333	17
0	4	2	0.810948565	0.08	14	0.98	0.833333333	17
0	4	2	0.796824219	0.08	10	1	0.833333333	17
0	4	2	0.792173742	0.08	20	0.45	0.833333333	17
0	4	2	0.821881922	0.08	18	0.97	0.833333333	17
0	4	2	0.798775144	0.08	11	0.95	0.833333333	17
0	4	2	0.773154789	0.04	13	0.96	0.833333333	28
0	4	2	0.766465407	0.04	10	0.97	0.833333333	28
0	4	2	0.756355698	0.04	12	0.55	0.833333333	28
0	4	2	0.781296227	0.04	19	0.89	0.833333333	28
0	4	2	0.775684395	0.04	14	0.98	0.833333333	28
0	4	2	0.77465161	0.04	15	0.88	0.833333333	28
0	4	2	0	0.04	0	0	0.833333333	28
0	4	2	0.775684395	0.04	14	0.98	0.833333333	28
0	4	2	0.767270862	0.04	10	1	0.833333333	28
0	4	2	0.764488332	0.04	20	0.45	0.833333333	28
0	4	2	0.782159022	0.04	18	0.97	0.833333333	28
0	4	2	0.768436328	0.04	11	0.95	0.833333333	28
0	4	2	0.772441009	0.12	13	0.96	0.833333333	17
0	4	2	0.76170212	0.12	10	0.97	0.833333333	17
0	4	2	0.745580826	0.12	12	0.55	0.833333333	17
0	4	2	0.785587768	0.12	19	0.89	0.833333333	17
0	4	2	0.776516792	0.12	14	0.98	0.833333333	17
0	4	2	0.774851752	0.12	15	0.88	0.833333333	17
0	4	2	0	0.12	0	0	0.833333333	17
0	4	2	0.776516792	0.12	14	0.98	0.833333333	17
0	4	2	0.762992147	0.12	10	1	0.833333333	17
0	4	2	0.758539123	0.12	20	0.45	0.833333333	17
0	4	2	0.786985934	0.12	18	0.97	0.833333333	17
0	4	2	0.764860237	0.12	11	0.95	0.833333333	17
0	4	3	0.870015491	0.12	18	0.96	0.327777778	17
0	4	3	0.868969945	0.12	19	0.89	0.327777778	17
0	4	3	0.863203035	0.12	15	1	0.327777778	17
0	4	3	0.868424618	0.12	19	0.88	0.327777778	17
0	4	3	0.878503999	0.12	21	0.98	0.327777778	17
0	4	3	0.855407113	0.12	13	0.98	0.327777778	17
0	4	3	0.792068837	0.12	11	0.29	0.327777778	17
0	4	3	0.873815042	0.12	21	0.89	0.327777778	17
0	4	3	0	0.12	0	0	0.327777778	17
0	4	3	0	0.12	0	0	0.327777778	17
0	4	3	0.857453856	0.12	14	0.95	0.327777778	17
0	4	3	0.874613995	0.12	19	1	0.327777778	17
0	4	3	0.927846825	0.16	18	0.96	0.327777778	18
0	4	3	0.926818499	0.16	19	0.89	0.327777778	18
0	4	3	0.921145096	0.16	15	1	0.327777778	18
0	4	3	0.926282121	0.16	19	0.88	0.327777778	18
0	4	3	0.936192523	0.16	21	0.98	0.327777778	18
0	4	3	0.913471591	0.16	13	0.98	0.327777778	18
0	4	3	0.850951401	0.16	11	0.29	0.327777778	18
0	4	3	0.931583114	0.16	21	0.89	0.327777778	18
0	4	3	0	0.16	0	0	0.327777778	18
0	4	3	0	0.16	0	0	0.327777778	18
0	4	3	0.915486641	0.16	14	0.95	0.327777778	18
0	4	3	0.932368628	0.16	19	1	0.327777778	18
0	4	3	0.972385587	0.4	18	0.96	0.327777778	17
0	4	3	0.971279594	0.4	19	0.89	0.327777778	17
0	4	3	0.965178785	0.4	15	1	0.327777778	17
0	4	3	0.970702728	0.4	19	0.88	0.327777778	17
0	4	3	0.981363854	0.4	21	0.98	0.327777778	17
0	4	3	0.956930142	0.4	13	0.98	0.327777778	17
0	4	3	0.88985164	0.4	11	0.29	0.327777778	17
0	4	3	0.976404578	0.4	21	0.89	0.327777778	17
0	4	3	0	0.4	0	0	0.327777778	17
0	4	3	0	0.4	0	0	0.327777778	17
0	4	3	0.959095894	0.4	14	0.95	0.327777778	17
0	4	3	0.977249628	0.4	19	1	0.327777778	17
2	1	1	1.15042676	0.48	25	0.96	0.484848485	24
2	1	1	1.105464014	0.48	9	0.89	0.484848485	24
2	1	1	1.165131115	0.48	34	1	0.484848485	24
2	1	1	1.153657529	0.48	27	0.96	0.484848485	24
2	1	1	1.15378711	0.48	26	1	0.484848485	24
2	1	1	1.15753649	0.48	29	0.98	0.484848485	24
2	1	1	1.15409334	0.48	27	0.97	0.484848485	24
2	1	1	1.146938083	0.48	24	0.92	0.484848485	24
2	1	1	1.146366861	0.48	22	0.99	0.484848485	24
2	1	1	1.153364564	0.48	26	0.99	0.484848485	24
2	1	1	1.142814071	0.48	20	1	0.484848485	24
2	1	1	1.153364564	0.48	26	0.99	0.484848485	24
2	1	1	1.055178902	0.4	25	0.96	0.484848485	23
2	1	1	1.009714495	0.4	9	0.89	0.484848485	23
2	1	1	1.070045008	0.4	34	1	0.484848485	23
2	1	1	1.058445319	0.4	27	0.96	0.484848485	23
2	1	1	1.058576329	0.4	26	1	0.484848485	23
